problem_to_legacy_gyro_rms_ratio,problem_gyro_relative_rms_error,fixed_gyro_vs_angle_derivative_error,problem_dlength_relative_rms_error,zero_command_wheel_bias_counts,problem_only_offground_samples,problem_joint_saturation_percent
0.320556206575189,1.03582820157739,5.05759290055254e-05,4.57967766983558,529.0553739594,1,0
